from_company,to_company,relationship_type,description,evidence_source,evidence_date,confidence,last_updated,lens,source_tier
Amazon (AWS),Anthropic,invests-in,"Amazon's FY2025 10-K (Item 7 MD&A, Non-Marketable Investments) discloses cumulative investment in Anthropic of $5.3 billion in convertible notes (Q3 2023 to Q4 2024), plus additional convertible notes of $1.3 billion (Q2 2025) and $1.4 billion (Q4 2025); nonvoting preferred stock from converted notes was recorded at approximately $14.8 billion and the estimated fair value of remaining convertible notes was approximately $45.8 billion as of December 31, 2025.",https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm,2025-12-31,high,2026-07-20,accounting,1
Amazon (AWS),Anthropic,provides-compute-to,"Amazon's FY2025 10-K (Item 7 MD&A, Non-Marketable Investments) states: 'We also have a commercial arrangement primarily for the provision of AWS cloud services, which includes the use of AWS chips,' referring to its arrangement with Anthropic.",https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm,2025-12-31,high,2026-07-20,accounting,1
TSMC,Nvidia,fabricates-for,"Nvidia's FY2026 10-K (Item 1, Supply Chain discussion) states: ""We utilize foundries, such as Taiwan Semiconductor Manufacturing Company Limited, or TSMC, and Samsung Electronics Co., Ltd., or Samsung, to produce our semiconductor wafers.""",https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,high,2026-07-20,accounting,1
TSMC,AMD,fabricates-for,"AMD's FY2025 10-K (Item 1A Risk Factors, Manufacturing) states: ""We rely on Taiwan Semiconductor Manufacturing Company Limited (TSMC) for the production of all wafers for microprocessor and GPU products at 7 nanometer (nm) or smaller nodes.""",https://www.sec.gov/Archives/edgar/data/2488/000000248826000018/amd-20251227.htm,2026-02-04,high,2026-07-20,accounting,1
TSMC,Broadcom,fabricates-for,"Broadcom's FY2025 10-K (Risk Factors, Manufacturing) states: ""During fiscal year 2025, approximately 95% of the wafers manufactured by our CMs were produced by TSMC. We believe our wafer requirements represent a meaningful portion of TSMC's total production capacity.""",https://www.sec.gov/Archives/edgar/data/1730168/000173016825000121/avgo-20251102.htm,2025-12-18,high,2026-07-20,accounting,1
TSMC,Intel,fabricates-for,"Intel's FY2025 10-K (Risk Factors, Dependence on Third-Party Foundries) states: ""Some of our most advanced current and future products are or will be either exclusively manufactured by TSMC or reliant upon critical components, including various compute die, manufactured by TSMC.""",https://www.sec.gov/Archives/edgar/data/50863/000005086326000011/intc-20251227.htm,2026-01-23,high,2026-07-20,accounting,1
TSMC,Microsoft,fabricates-for,"Microsoft's official newsroom post introducing its Maia 200 AI inference accelerator states: ""Fabricated on TSMC's cutting-edge 3-nanometer process, each Maia 200 chip contains over 140 billion transistors.""",https://blogs.microsoft.com/blog/2026/01/26/maia-200-the-ai-accelerator-built-for-inference/,2026-01-26,high,2026-07-20,accounting,2
Samsung Electronics,Nvidia,fabricates-for,"Nvidia's FY2026 10-K (Item 1, Supply Chain discussion), same passage as the TSMC entry, states: ""We utilize foundries, such as Taiwan Semiconductor Manufacturing Company Limited, or TSMC, and Samsung Electronics Co., Ltd., or Samsung, to produce our semiconductor wafers.""",https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,high,2026-07-20,accounting,1
Samsung Electronics,AMD,fabricates-for,"AMD's FY2025 10-K (Item 1A Risk Factors, Manufacturing) states: ""We also utilize TSMC, United Microelectronics Corporation (UMC) and Samsung Electronics Co., Ltd. for our integrated circuits (IC) in the form of programmable logic devices."" Note: this covers AMD's FPGA/programmable logic IC line, not its Instinct GPU dies.",https://www.sec.gov/Archives/edgar/data/2488/000000248826000018/amd-20251227.htm,2026-02-04,high,2026-07-20,accounting,1
SK hynix,Nvidia,supplies-components-to,"SK hynix's newsroom release ""SK hynix and NVIDIA Announce Multi-year Technology Partnership to Advance Memory for AI Factories"" states the companies will co-develop memory for ""NVIDIA Vera Rubin AI supercomputers, NVIDIA Vera CPUs, NVIDIA RTX Spark powered PCs, and NVIDIA Jetson Thor robotic computing platforms,"" and that ""the agreement supports supply for advanced memory... to sustain the global buildout of AI factories.""",https://news.skhynix.com/multi-year-tech-partnership-with-nvidia/,2026-06-07,high,2026-07-20,accounting,2
Micron Technology,Nvidia,supplies-components-to,"Micron's press release ""Micron Innovates From the Data Center to the Edge With NVIDIA"" states ""The Micron HBM3E 12H 36GB is also designed into the NVIDIA HGX B300 NVL16 and GB300 NVL72 platforms"" and ""the HBM3E 8H 24GB is available for the NVIDIA HGX B200 and GB200 NVL72 platforms,"" and that Micron's SOCAMM memory ""was developed in collaboration with NVIDIA to support the NVIDIA GB300 Grace Blackwell Ultra Superchip.""",https://www.globenewswire.com/news-release/2025/03/18/3044997/14450/en/Micron-Innovates-From-the-Data-Center-to-the-Edge-With-NVIDIA.html,2025-03-18,high,2026-07-20,accounting,2
Samsung Electronics,Nvidia,supplies-components-to,"Samsung Global Newsroom release ""Samsung Unveils HBM4E..."" states: ""The centerpiece of Samsung's showcase at NVIDIA GTC 2026 will be the new sixth-generation HBM4, which is now in mass production and is designed for the NVIDIA Vera Rubin platform.""",https://news.samsung.com/global/samsung-unveils-hbm4e-showcasing-comprehensive-ai-solutions-nvidia-partnership-and-vision-at-nvidia-gtc-2026,2026-03-17,high,2026-07-20,accounting,2
Micron Technology,AMD,supplies-components-to,"Micron's press release ""Micron HBM Designed into Leading AMD AI Platform"" states: ""Micron Technology, Inc. ... today announced the integration of its HBM3E 36GB 12-high offering into the upcoming AMD Instinct MI350 Series solutions,"" which ""integrate 288GB of high-bandwidth HBM3E memory capacity, delivering up to 8 TB/s bandwidth.""",https://www.globenewswire.com/news-release/2025/06/12/3098691/14450/en/Micron-HBM-Designed-into-Leading-AMD-AI-Platform.html,2025-06-12,high,2026-07-20,accounting,2
Samsung Electronics,AMD,supplies-components-to,"AMD's own newsroom release ""Samsung, AMD Expand Strategic Collaboration on Next-Generation AI Memory Solutions"" states the companies ""will collaborate on industry-leading HBM4 supply for AMD Instinct MI455X GPUs and next-generation DDR5 solutions for AMD EPYC processors and the AMD Helios platform.""",https://www.amd.com/en/newsroom/press-releases/2026-3-18-samsung-and-amd-expand-strategic-collaboratio.html,2026-03-18,high,2026-07-20,accounting,2
Foxconn (Hon Hai Precision),Nvidia,assembles-for,"Nvidia's FY2026 10-K (Item 1, Supply Chain discussion) states: ""We engage with independent subcontractors and contract manufacturers such as Hon Hai Precision Industry Co., Ltd., Wistron Corporation, and Fabrinet to perform assembly, testing and packaging of our final products.""",https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,high,2026-07-20,accounting,1
Astera Labs,Nvidia,supplies-components-to,"Astera Labs press release ""Astera Labs Expands Collaboration with NVIDIA to Advance NVLink Fusion Ecosystem"" states: ""Astera Labs' Aries PCIe/CXL Smart DSP Retimers deployed in volume across NVIDIA Hopper and NVIDIA HGX platforms, and in hyperscalers' customized NVIDIA rack-level solutions,"" and describes interoperability demonstrated with an ""NVIDIA Blackwell GPU.""",https://www.globenewswire.com/news-release/2025/05/19/3084050/0/en/Astera-Labs-Expands-Collaboration-with-NVIDIA-to-Advance-NVLink-Fusion-Ecosystem.html,2025-05-19,high,2026-07-20,accounting,2
Broadcom,Alphabet (Google Cloud),supplies-components-to,"Broadcom's 8-K (Item 8.01, Other Events) filed 2026-04-06 states: ""Broadcom Inc. and Google LLC have entered into a Long Term Agreement for Broadcom to develop and supply custom Tensor Processing Units (TPUs) for Google's future generations of TPUs and a Supply Assurance Agreement for Broadcom to supply networking and other components to be used in Google's next-generation AI racks through up to 2031.""",https://www.sec.gov/Archives/edgar/data/1730168/000119312526144028/d87999d8k.htm,2026-04-06,high,2026-07-20,accounting,1
Broadcom,Meta Platforms,supplies-components-to,"Broadcom's press release ""Broadcom Announces Extended Partnership with Meta to Deploy Technology to Support Multi-Gigawatts of Meta's Custom Silicon, MTIA"" states Meta is ""partnering with Broadcom to rollout industry's first 2nm AI compute accelerator,"" built on ""Broadcom's industry-leading XPU platform,"" that ""Broadcom is delivering its industry-leading Ethernet networking solutions,"" the partnership extends ""through 2029,"" and the ""initial commitment exceeds 1GW.""",https://www.globenewswire.com/news-release/2026/04/14/3273998/19933/en/Broadcom-Announces-Extended-Partnership-with-Meta-to-Deploy-Technology-to-Support-Multi-Gigawatts-of-Meta-s-Custom-Silicon-MTIA.html,2026-04-14,high,2026-07-20,accounting,2
Nvidia,Intel,invests-in,"Intel's FY2025 10-K (Stockholders' Equity note) states: ""on September 15, 2025, we entered into an agreement with NVIDIA to issue and sell to NVIDIA 215 million shares of our common stock at $23.28 per share for an aggregate cash purchase price of $5.0 billion. The issuance and sale of the shares was completed on December 26, 2025."" The same 10-K (Item 1) separately discloses the two companies also announced a strategic partnership to co-develop custom x86 CPU and NVIDIA accelerator products.",https://www.sec.gov/Archives/edgar/data/50863/000005086326000011/intc-20251227.htm,2026-01-23,high,2026-07-20,accounting,1
Nvidia,Super Micro Computer,supplies-components-to,"SMCI FY2024 10-K, Item 1A Risk Factors, 'Strategic and Industry Risks' subsection, risk factor titled 'We must work closely with our suppliers to make timely new product introductions': 'We rely on our close working relationships with our suppliers, including Intel, AMD and NVIDIA, to anticipate and deliver new products on a timely basis when new generation materials and key components are made available... We have no long-term agreements that obligate our suppliers to continue to work with us or to supply us with products.'",https://www.sec.gov/Archives/edgar/data/1375365/000137536525000004/smci-20240630.htm,2024-06-30,high,2026-07-20,accounting,1
Nvidia,Hewlett Packard Enterprise,supplies-components-to,"HPE FY2025 10-K (fiscal year ended Oct 31, 2025), Item 1 Business, 'Manufacturing and Materials' section: 'we do rely on single-source suppliers for certain customized parts...In some instances, our single-source suppliers (e.g., Intel and AMD as suppliers of certain x86 processors, Broadcom and others for industry standard Application-Specific Standard Product, or NVIDIA for Graphics Processing Units) are also the single-source suppliers for the entire market; disruptions with these suppliers would result in industry-wide dislocations.'",https://investors.hpe.com/~/media/Files/H/HP-Enterprise-IR/documents/governance/annual-report-on-form-10K-2025.pdf,2025-10-31,high,2026-07-20,accounting,1
Arista Networks,Microsoft,sells-equipment-to,"Arista FY2024 10-K, Item 1A Risk Factors, 'Risks Related to Our Business and Industry', factor on large-customer purchase concentration: 'sales to our end customer Microsoft represented 20%, 18% and 16% of our total revenue for the years ended 2024, 2023 and 2022 respectively.'",https://www.sec.gov/Archives/edgar/data/1596532/000159653225000028/anet-20241231.htm,2024-12-31,high,2026-07-20,accounting,1
Arista Networks,Meta Platforms,sells-equipment-to,"Arista FY2024 10-K, same risk factor as Microsoft entry: 'sales to our end customer Meta Platforms represented 15%, 21% and 26% of our total revenue, respectively for the years ended 2024, 2023 and 2022.' Elsewhere the filing calls Meta and Microsoft 'two of our Cloud and AI Titan end customers.'",https://www.sec.gov/Archives/edgar/data/1596532/000159653225000028/anet-20241231.htm,2024-12-31,high,2026-07-20,accounting,1
Foxconn (Hon Hai Precision),Arista Networks,assembles-for,"Arista FY2024 10-K, Item 1 Business, 'Manufacturing' section: 'We subcontract the manufacturing of the majority of our products to various contract manufacturers. Our primary manufacturing partners are Jabil Inc., Sanmina Corporation, Flex Ltd. and Foxconn Hon Hai. These partners manufacture our products internationally in Malaysia, Vietnam, Mexico and other countries.'",https://www.sec.gov/Archives/edgar/data/1596532/000159653225000028/anet-20241231.htm,2024-12-31,high,2026-07-20,accounting,1
Vertiv Holdings,Microsoft,sells-equipment-to,"Vertiv FY2025 10-K, Item 1 Business, 'Our Customers' section: 'We primarily serve customers across three main end markets: (1) data centers (including hyperscale/cloud, colocation, neocloud and enterprise)...' under the Cloud/Hyperscale classification: 'Examples of companies in this space include Microsoft, Amazon Web Services, and Google Cloud.'",https://www.sec.gov/Archives/edgar/data/1674101/000167410126000008/vrt-20251231.htm,2025-12-31,high,2026-07-20,accounting,1
Vertiv Holdings,Amazon (AWS),sells-equipment-to,"Vertiv FY2025 10-K, Item 1 Business, 'Our Customers' section, Cloud/Hyperscale classification: 'Examples of companies in this space include Microsoft, Amazon Web Services, and Google Cloud.'",https://www.sec.gov/Archives/edgar/data/1674101/000167410126000008/vrt-20251231.htm,2025-12-31,high,2026-07-20,accounting,1
Vertiv Holdings,Alphabet (Google Cloud),sells-equipment-to,"Vertiv FY2025 10-K, Item 1 Business, 'Our Customers' section, Cloud/Hyperscale classification: 'Examples of companies in this space include Microsoft, Amazon Web Services, and Google Cloud.'",https://www.sec.gov/Archives/edgar/data/1674101/000167410126000008/vrt-20251231.htm,2025-12-31,high,2026-07-20,accounting,1
Vertiv Holdings,CoreWeave,sells-equipment-to,"Vertiv FY2025 10-K, Item 1 Business, 'Our Customers' section, Neocloud classification ('providers deliver AI-optimized cloud infrastructure as a service'): 'Examples of companies in this space include CoreWeave and Nebius.'",https://www.sec.gov/Archives/edgar/data/1674101/000167410126000008/vrt-20251231.htm,2025-12-31,high,2026-07-20,accounting,1
Vertiv Holdings,Nebius Group,sells-equipment-to,"Vertiv FY2025 10-K, Item 1 Business, 'Our Customers' section, Neocloud classification: 'Examples of companies in this space include CoreWeave and Nebius.'",https://www.sec.gov/Archives/edgar/data/1674101/000167410126000008/vrt-20251231.htm,2025-12-31,high,2026-07-20,accounting,1
Vertiv Holdings,Nvidia,sells-equipment-to,"Vertiv FY2025 10-K, MD&A, 'Strategic Partnerships' section: 'Our partnership with NVIDIA supports the development of advanced power and thermal infrastructure aligned with next-generation AI and high-performance computing architectures.' Document describes this as a technology/design partnership rather than stating a direct equipment purchase, so this edge is weaker evidence than the named-hyperscaler-customer edges above.",https://www.sec.gov/Archives/edgar/data/1674101/000167410126000008/vrt-20251231.htm,2025-12-31,medium,2026-07-20,accounting,1
