source_id,tier,lens,publisher,company,title,url,retrieved,note,status,superseded_by
SRC011,1,accounting,SEC EDGAR,Tesla,Tesla FY2025 (ended 2025-12-31) filing,https://www.sec.gov/Archives/edgar/data/1318605/000162828026003952/tsla-20251231.htm,2026-07-14,Primary financial source,live,
SRC012,1,accounting,SEC EDGAR,Synopsys,Synopsys FY2025 (ended 2025-10-31) filing,https://www.sec.gov/Archives/edgar/data/883241/000088324125000028/snps-20251031.htm,2026-07-14,Primary financial source,live,
SRC013,1,accounting,SEC EDGAR,Cadence,Cadence FY2025 (ended 2025-12-31) filing,https://www.sec.gov/Archives/edgar/data/813672/000081367226000016/cdns-20251231.htm,2026-07-14,Primary financial source,live,
SRC014,1,accounting,SEC EDGAR,Arm,Arm FY2026 (ended 2026-03-31) filing,https://www.sec.gov/Archives/edgar/data/1973239/000197323926000062/exhibit992fye26q431-marx26.htm,2026-07-13,Primary financial source,live,
SRC015,1,accounting,SEC EDGAR,TSMC,TSMC FY2025 (calendar year ended 2025-12-31) filing,https://www.sec.gov/Archives/edgar/data/1046179/000162828026025362/tsm-20251231.htm,2026-07-13,Primary financial source,live,
SRC016,1,accounting,images.samsung.com,Samsung,Samsung FY2025 (calendar year ended 2025-12-31) filing,https://images.samsung.com/is/content/samsung/assets/global/ir/docs/2025_con_quarter04_soi.pdf,2026-07-13,Primary financial source,live,
SRC017,1,accounting,images.samsung.com,Samsung,Samsung FY2025 (calendar year ended 2025-12-31) filing,https://images.samsung.com/is/content/samsung/assets/global/ir/docs/2025_4Q_conference_eng.pdf,2026-07-13,Primary financial source,live,
SRC018,1,accounting,SEC EDGAR,GlobalFoundries,GlobalFoundries FY2025 (ended 2025-12-31) filing,https://www.sec.gov/Archives/edgar/data/1709048/000170904826000022/gfs-20251231.htm,2026-07-14,Primary financial source,live,
SRC019,1,accounting,SEC EDGAR,UMC,UMC FY2025 (calendar year ended 2025-12-31) filing,https://www.sec.gov/Archives/edgar/data/0001033767/000119312526193757/d91630d20f.htm,2026-07-14,Primary financial source,live,
SRC020,1,accounting,smics.com,SMIC,SMIC FY2025 (calendar year ended 2025-12-31) filing,https://www.smics.com/en/site/news_read/7951,2026-07-14,Primary financial source,live,
SRC021,1,accounting,SEC EDGAR,ASML,ASML FY2025 (calendar year ended 2025-12-31) filing,https://www.sec.gov/Archives/edgar/data/0000937966/000162828026011378/asml-20251231.htm,2026-07-13,Primary financial source,live,
SRC022,1,accounting,SEC EDGAR,Lam Research,Lam Research FY2025 (ended 2025-06-29) filing,https://www.sec.gov/Archives/edgar/data/707549/000070754925000075/lrcx-20250629.htm,2026-07-14,Primary financial source,live,
SRC023,1,accounting,SEC EDGAR,KLA,KLA FY2025 (ended 2025-06-30) filing,https://www.sec.gov/Archives/edgar/data/319201/000031920125000024/klac-20250630.htm,2026-07-14,Primary financial source,live,
SRC024,1,accounting,SEC EDGAR,Applied Materials,Applied Materials FY2025 (ended 2025-10-26) filing,https://www.sec.gov/Archives/edgar/data/6951/000162828025056742/amat-20251026.htm,2026-07-13,Primary financial source,live,
SRC025,1,accounting,corporate.murata.com,Murata,Murata FY2026 (ended 2026-03-31) filing,https://corporate.murata.com/-/media/corporate/about/newsroom/news/irnews/irnews/2026/0430/25q4-e-fls.ashx?la=en-gb&cvid=20260430013812000000,2026-07-14,Primary financial source,live,
SRC026,1,accounting,"pdf.irpocket.com (Taiyo Yuden Co., Ltd. IR)",Taiyo Yuden,Taiyo Yuden FY2026 (ended 2026-03-31) filing,https://pdf.irpocket.com/C6976/Kdx3/QBtb/K4S6.pdf,2026-07-22,"Primary financial source. REPLACED 2026-07-22: this row previously cited a taiyo-hd.co.jp PDF, which is TAIYO HOLDINGS (code 4626), a different company from Taiyo Yuden (6976). See gap-01-taiyo-yuden-miscited.",live,
SRC027,1,accounting,digitimes.com,Unimicron,Unimicron FY2025 (calendar year ended 2025-12-31) filing,https://www.digitimes.com/news/a20260225PD226/unimicron-demand-earnings-2026.html,2026-07-14,Primary financial source,live,
SRC028,1,accounting,ibiden.com,Ibiden,Ibiden FY2026 (ended 2026-03-31) filing,https://www.ibiden.com/ir/items/ConsolidatedFinancialResultsFY2025.pdf,2026-07-14,Primary financial source,live,
SRC029,1,accounting,tdk.com,TDK,TDK FY2026 (ended 2026-03-31) filing,https://www.tdk.com/system/files/2026042800_0mqf56xw_en.pdf,2026-07-14,Primary financial source,live,
SRC030,1,accounting,prnewswire.com,ASE,ASE FY2025 (calendar year ended 2025-12-31) filing,https://www.prnewswire.com/news-releases/ase-technology-holding-co-ltd-reports-its-unaudited-consolidated-financial-results-for-the-fourth-quarter-and-the-full-year-of-2025-302679779.html,2026-07-14,Primary financial source,live,
SRC031,1,accounting,SEC EDGAR,Amkor,Amkor FY2025 (ended 2025-12-31) filing,https://www.sec.gov/Archives/edgar/data/1047127/000104712726000014/amkr-20251231.htm,2026-07-14,Primary financial source,live,
SRC032,1,accounting,prnewswire.com,JCET,JCET FY2025 (calendar year ended 2025-12-31) filing,https://www.prnewswire.com/news-releases/jcet-releases-2025-annual-report-posts-record-high-full-year-revenue-and-higher-profit-before-tax-302738504.html,2026-07-14,Primary financial source,live,
SRC033,1,accounting,SEC EDGAR,Intel,Intel FY2025 (ended 2025-12-27) filing,https://www.sec.gov/Archives/edgar/data/50863/000005086326000009/q425earningsrelease.htm,2026-07-13,Primary financial source,live,
SRC034,1,accounting,SEC EDGAR,Micron,Micron FY2025 (ended 2025-08-28) filing,https://www.sec.gov/Archives/edgar/data/723125/000072312525000028/mu-20250828.htm,2026-07-14,Primary financial source,live,
SRC035,1,accounting,SEC EDGAR,Texas Instruments,Texas Instruments FY2025 (ended 2025-12-31) filing,https://www.sec.gov/Archives/edgar/data/97476/000009747626000059/txn-20251231.htm,2026-07-14,Primary financial source,live,
SRC036,1,accounting,SEC EDGAR,Analog Devices,Analog Devices FY2025 (ended 2025-11-01) filing,https://www.sec.gov/Archives/edgar/data/6281/000000628125000153/adi-20251101.htm,2026-07-14,Primary financial source,live,
SRC037,1,accounting,infineon.com,Infineon,Infineon FY2025 (ended 2025-09-30) filing,https://www.infineon.com/press-release/2025/infxx202511-021,2026-07-14,Primary financial source,live,
SRC038,1,accounting,SEC EDGAR,SK hynix,SK hynix FY2025 (calendar year ended 2025-12-31) filing,https://www.sec.gov/Archives/edgar/data/2120882/000119312526280172/d32785df1.htm,2026-07-13,Primary financial source,live,
SRC039,1,accounting,SEC EDGAR,GM,GM FY2025 (ended 2025-12-31) filing,https://www.sec.gov/Archives/edgar/data/1467858/000146785826000013/gm-20251231.htm,2026-07-14,Primary financial source,live,
SRC040,1,accounting,news.lenovo.com,Lenovo,Lenovo FY2025/26 (ended 2026-03-31) filing,https://news.lenovo.com/pressroom/press-releases/fy-2025-26/,2026-07-14,Primary financial source,live,
SRC041,1,accounting,SEC EDGAR,HP,HP FY2025 (ended 2025-10-31) filing,https://www.sec.gov/Archives/edgar/data/47217/000004721725000071/hpq-20251031.htm,2026-07-14,Primary financial source,live,
SRC042,1,accounting,press.bmwgroup.com,BMW,BMW FY2025 (calendar year ended 2025-12-31) filing,https://www.press.bmwgroup.com/global/article/detail/T0456175EN/stable-group-earnings-thanks-to-consistent-strategy:-bmw-group-on-track?language=en,2026-07-14,Primary financial source,live,
SRC026r,1,accounting,"taiyo-hd.co.jp (TAIYO HOLDINGS CO., LTD.)",Taiyo Yuden,Consolidated Financial Results FY ended 2026-03-31 (WRONG ENTITY),https://www.taiyo-hd.co.jp/en/investor/irnews/news20260430000001/main/0/link/en20260430_01.pdf,2026-07-14,"RETIRED 2026-07-22, kept as the audit trail rather than deleted. This document belongs to TAIYO HOLDINGS CO., LTD., stock code 4626, a chemicals and pharma group. The row it was cited on is Taiyo Yuden, code 6976. The FIGURES were never wrong: Taiyo Yuden own release states the same 355,341 JPYm. Only the binding was wrong. See gap-01-taiyo-yuden-miscited.",wrong-entity,SRC026
