from_company,to_company,relationship_type,description,evidence_source,evidence_date,confidence,last_updated,lens,source_tier
Cencora (formerly AmerisourceBergen),Cigna (Express Scripts),distributes-to,"Cencora's FY2025 10-K (year ended 2025-09-30) states: ""In fiscal 2025, Walgreens and Boots together accounted for approximately 25% of revenue and Evernorth Health Services accounted for approximately 13% of revenue."" Cencora's filing never writes ""Cigna"" or ""Express Scripts"". The identity binding comes from Cigna's own FY2025 10-K, which states in prose ""We have two segments: Evernorth Health Services and Cigna Healthcare"" and tags the segment ci:EvernorthMember in its own XBRL. So this edge rests on TWO documents: Cencora's for the dependency and its size, Cigna's for the fact that Evernorth is Cigna.",https://www.sec.gov/Archives/edgar/data/1140859/000114085925000131/cor-20250930.htm,2025-09-30,high,2026-07-22,accounting,1
McKesson Corporation,Pfizer,distributes-for,"""The following summarizes revenue, as a percentage of Total revenues, from our three largest U.S. wholesaler customers, which was concentrated in our Biopharma operating segment: ... McKesson, Inc. 25% [2025] 23% [2024] 16% [2023]""",https://www.sec.gov/Archives/edgar/data/78003/000007800326000026/pfe-20251231.htm,2025-12-31,high,2026-07-22,accounting,1
Cencora (formerly AmerisourceBergen),Pfizer,distributes-for,"Same table: ""Cencora, Inc. 16% [2025] 17% [2024] 12% [2023]"" of Pfizer's Total revenues, from Pfizer's three largest U.S. wholesaler customers disclosure.",https://www.sec.gov/Archives/edgar/data/78003/000007800326000026/pfe-20251231.htm,2025-12-31,high,2026-07-22,accounting,1
Cardinal Health,Pfizer,distributes-for,"Same table: ""Cardinal Health, Inc. 13% [2025] 14% [2024] 10% [2023]"" of Pfizer's Total revenues, from Pfizer's three largest U.S. wholesaler customers disclosure.",https://www.sec.gov/Archives/edgar/data/78003/000007800326000026/pfe-20251231.htm,2025-12-31,high,2026-07-22,accounting,1
McKesson Corporation,Merck & Co,distributes-for,"""The Company's customers with the largest accounts receivable balances are: McKesson Corporation, Cencora, Inc. and Cardinal Health, Inc., which represented approximately 22%, 21% and 13%, respectively, of total accounts receivable at December 31, 2025."" (McKesson = 22%)",https://www.sec.gov/Archives/edgar/data/310158/000031015826000063/mrk-20251231.htm,2025-12-31,high,2026-07-22,accounting,1
Cencora (formerly AmerisourceBergen),Merck & Co,distributes-for,"Same sentence: Cencora, Inc. represented approximately 21% of Merck's total accounts receivable at December 31, 2025.",https://www.sec.gov/Archives/edgar/data/310158/000031015826000063/mrk-20251231.htm,2025-12-31,high,2026-07-22,accounting,1
Cardinal Health,Merck & Co,distributes-for,"Same sentence: Cardinal Health, Inc. represented approximately 13% of Merck's total accounts receivable at December 31, 2025.",https://www.sec.gov/Archives/edgar/data/310158/000031015826000063/mrk-20251231.htm,2025-12-31,high,2026-07-22,accounting,1
McKesson Corporation,Eli Lilly,distributes-for,"""In 2025, 2024, and 2023, three wholesale distributors in the U.S.—McKesson Corporation, Cencora, Inc., and Cardinal Health, Inc.—each accounted for a significant percentage of our consolidated revenue. No other customer accounted for more than 10 percent of our consolidated revenue in any of these years.""",https://www.sec.gov/Archives/edgar/data/59478/000005947826000013/lly-20251231.htm,2025-12-31,medium,2026-07-22,accounting,1
Cencora (formerly AmerisourceBergen),Eli Lilly,distributes-for,"Same sentence: Cencora, Inc. is one of Eli Lilly's three named U.S. wholesale distributors each accounting for a significant percentage of consolidated revenue in 2025.",https://www.sec.gov/Archives/edgar/data/59478/000005947826000013/lly-20251231.htm,2025-12-31,medium,2026-07-22,accounting,1
Cardinal Health,Eli Lilly,distributes-for,"Same sentence: Cardinal Health, Inc. is one of Eli Lilly's three named U.S. wholesale distributors each accounting for a significant percentage of consolidated revenue in 2025.",https://www.sec.gov/Archives/edgar/data/59478/000005947826000013/lly-20251231.htm,2025-12-31,medium,2026-07-22,accounting,1
McKesson Corporation,AbbVie,distributes-for,"""In 2025, three wholesale distributors (McKesson Corporation, Cardinal Health, Inc. and Cencora, Inc.) accounted for substantially all of AbbVie's pharmaceutical product sales in the United States. No individual wholesaler accounted for greater than 43% of AbbVie's 2025 gross revenues in the United States.""",https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm,2025-12-31,high,2026-07-22,accounting,1
Cardinal Health,AbbVie,distributes-for,"Same sentence: Cardinal Health, Inc. is one of AbbVie's three named U.S. wholesale distributors accounting for substantially all U.S. pharmaceutical product sales in 2025 (no individual wholesaler over 43%).",https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm,2025-12-31,high,2026-07-22,accounting,1
Cencora (formerly AmerisourceBergen),AbbVie,distributes-for,"Same sentence: Cencora, Inc. is one of AbbVie's three named U.S. wholesale distributors accounting for substantially all U.S. pharmaceutical product sales in 2025 (no individual wholesaler over 43%).",https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm,2025-12-31,high,2026-07-22,accounting,1
McKesson Corporation,Teva Pharmaceutical Industries,distributes-for,"""The following table represents the percentage of consolidated third party net sales to Teva's major customers ... McKesson Corporation 13% [2025] 12% [2024] 9% [2023]""",https://www.sec.gov/Archives/edgar/data/818686/000119312526034532/d93612d10k.htm,2025-12-31,high,2026-07-22,accounting,1
Cencora (formerly AmerisourceBergen),Teva Pharmaceutical Industries,distributes-for,"Same table: ""AmerisourceBergen Corporation 11% [2025] 9% [2024] 9% [2023]"" of Teva's consolidated third party net sales.",https://www.sec.gov/Archives/edgar/data/818686/000119312526034532/d93612d10k.htm,2025-12-31,high,2026-07-22,accounting,1
McKesson Corporation,Roche Holding,distributes-for,"""In total three US national wholesale distributors represent approximately a third of the Group's sales in 2025 and in 2024. The three US national wholesale distributors are McKesson Corp. with CHF 9 billion (2024: CHF 9 billion), Cencora, Inc. with CHF 7 billion (2024: CHF 7 billion) and Cardinal Health, Inc. with CHF 4 billion (2024: CHF 4 billion).""",https://assets.roche.com/f/176343/x/fca190f63e/fb25e.pdf,2025-12-31,high,2026-07-22,accounting,1
Cencora (formerly AmerisourceBergen),Roche Holding,distributes-for,"Same disclosure: Cencora, Inc. sold CHF 7 billion of Roche product in 2025 (CHF 7bn in 2024), one of Roche's three US national wholesale distributors.",https://assets.roche.com/f/176343/x/fca190f63e/fb25e.pdf,2025-12-31,high,2026-07-22,accounting,1
Cardinal Health,Roche Holding,distributes-for,"Same disclosure: Cardinal Health, Inc. sold CHF 4 billion of Roche product in 2025 (CHF 4bn in 2024), one of Roche's three US national wholesale distributors.",https://assets.roche.com/f/176343/x/fca190f63e/fb25e.pdf,2025-12-31,high,2026-07-22,accounting,1
Catalent,Pfizer,manufactures-for,"""Selected key customers include Bayer, Bristol-Myers Squibb, GlaxoSmithKline, Haleon, Novo Nordisk, Moderna, Pfizer, and Sarepta Therapeutics."" (Catalent FY2024 10-K, describing its CDMO customer base)",https://www.sec.gov/Archives/edgar/data/1596783/000159678324000087/ctlt-20240630.htm,2024-06-30,high,2026-07-22,accounting,1
Catalent,Novo Nordisk,manufactures-for,"""Selected key customers include Bayer, Bristol-Myers Squibb, GlaxoSmithKline, Haleon, Novo Nordisk, Moderna, Pfizer, and Sarepta Therapeutics."" Also: ""Representative customers of our Biologics segment include Halozyme, Moderna, Novo Nordisk, Regeneron, and Sarepta Therapeutics."" Novo Holdings' pending acquisition of Catalent carved out three of Catalent's fill-finish sites (Anagni, Italy; Bloomington, Indiana; Brussels, Belgium) for direct sale to Novo Nordisk A/S.",https://www.sec.gov/Archives/edgar/data/1596783/000159678324000087/ctlt-20240630.htm,2024-06-30,high,2026-07-22,accounting,1
WuXi Biologics,Merck & Co,manufactures-for,"""In March 2025, Merck acquired the Dundalk, Ireland facility of WuXi Vaccines (a wholly owned subsidiary of WuXi Biologics), which was accounted for as an asset acquisition. Merck paid $437 million at closing which, combined with previous consideration transferred under a prior manufacturing arrangement with WuXi Vaccines related to this facility, resulted in $759 million being recorded as assets under construction...""",https://www.sec.gov/Archives/edgar/data/310158/000031015826000063/mrk-20251231.htm,2025-03-31,high,2026-07-22,accounting,1
Lonza Group,Sanofi,manufactures-for,"""On February 27, 2017, Sanofi and Lonza announced a strategic partnership in the form of a joint venture (BioAtrium AG) to build and operate a large-scale mammalian cell culture facility for monoclonal antibody production in Visp, Switzerland. An initial investment of approximately €0.3 billion ... split 50/50 between the two partners, has now been made in full. In addition, Sanofi could pay BioAtrium AG in the region of €0.8 billion over the 2026-2031 period as its share of operating expenses and the cost of producing future batches."" (still in force per Sanofi's FY2025 20-F)",https://www.sec.gov/Archives/edgar/data/1121404/000162828026008403/sny-20251231.htm,2025-12-31,high,2026-07-22,accounting,1
Lonza Group,Roche Holding,manufactures-for,"""On 20 March 2024 the Group announced a definitive agreement with Lonza Group AG ('Lonza') under which Lonza would acquire the Genentech manufacturing facility in Vacaville, California, for USD 1.2 billion in conjunction with a manufacturing agreement and related quality services and warehousing. On 1 October 2024 the divestment transaction was completed.""",https://assets.roche.com/f/176343/x/fca190f63e/fb25e.pdf,2025-12-31,high,2026-07-22,accounting,1
CVS Health (Caremark),Sanofi,negotiates-rebates-with,"""For 2025, the three largest pharmacy benefit managers (PBMs) – Caremark (CVS Health), Express Scripts (Cigna), and OptumRx (United Health Group) – have again each excluded 600 or more drugs from their standard formularies. Formulary exclusions and utilization management are tools used by payers to manage prescription drug costs and leverage their negotiating power with manufacturers."" (Sanofi 20-F, Item 4 Competition risk factors)",https://www.sec.gov/Archives/edgar/data/1121404/000162828026008403/sny-20251231.htm,2025-12-31,medium,2026-07-22,accounting,1
Cigna (Express Scripts),Sanofi,negotiates-rebates-with,Same passage: Express Scripts (Cigna) named as one of the three largest US PBMs leveraging formulary-exclusion negotiating power against manufacturers including Sanofi.,https://www.sec.gov/Archives/edgar/data/1121404/000162828026008403/sny-20251231.htm,2025-12-31,medium,2026-07-22,accounting,1
UnitedHealth Group (OptumRx),Sanofi,negotiates-rebates-with,Same passage: OptumRx (United Health Group) named as one of the three largest US PBMs leveraging formulary-exclusion negotiating power against manufacturers including Sanofi.,https://www.sec.gov/Archives/edgar/data/1121404/000162828026008403/sny-20251231.htm,2025-12-31,medium,2026-07-22,accounting,1
Aurobindo Pharma,Pfizer,competes-with,"""In April 2024, Rubicon Research Private Limited, Teva Pharmaceuticals, Inc., ... MSN, Aurobindo Pharma Limited, Apitoria Pharma Private Limited and Aurobindo Pharma U.S.A. Inc. (collectively, Aurobindo) and Apotex Inc. and Apotex Corp. ... notified us that they had filed ANDAs with the FDA seeking approval to market generic versions of rimegepant orally disintegrating tablets [Nurtec ODT], claiming noninfringement and/or challenging the validity of some or all of the patents listed.""",https://www.sec.gov/Archives/edgar/data/78003/000007800326000026/pfe-20251231.htm,2025-12-31,high,2026-07-22,accounting,1
Teva Pharmaceutical Industries,Pfizer,competes-with,"Same Nurtec (rimegepant) ANDA paragraph: ""Teva Pharmaceuticals, Inc."" is named among the generic filers notifying Pfizer of ANDAs seeking to market generic rimegepant orally disintegrating tablets.",https://www.sec.gov/Archives/edgar/data/78003/000007800326000026/pfe-20251231.htm,2025-12-31,high,2026-07-22,accounting,1
Dr. Reddy's Laboratories,Johnson & Johnson (Innovative Medicine),competes-with,"""[XARELTO ANDA litigation] The following entities are named defendants: Dr. Reddy's Laboratories, Inc.; Dr. Reddy's Laboratories, Ltd.; Lupin Limited; ... Teva Pharmaceuticals USA, Inc.; Mylan Pharmaceuticals Inc.; ... Cipla Ltd.; Cipla USA Inc.; ... generic manufacturers who have filed ANDAs seeking approval to market generic versions of XARELTO before expiration of certain Orange Book Listed Patents.""",https://www.sec.gov/Archives/edgar/data/200406/000020040626000016/jnj-20251228.htm,2025-12-28,high,2026-07-22,accounting,1
Cipla,Johnson & Johnson (Innovative Medicine),competes-with,"Same XARELTO ANDA litigation paragraph: ""Cipla Ltd.; Cipla USA Inc."" named as defendants who filed ANDAs seeking to market generic XARELTO before patent expiration.",https://www.sec.gov/Archives/edgar/data/200406/000020040626000016/jnj-20251228.htm,2025-12-28,high,2026-07-22,accounting,1
Teva Pharmaceutical Industries,Johnson & Johnson (Innovative Medicine),competes-with,"Same XARELTO ANDA litigation paragraph: ""Teva Pharmaceuticals USA, Inc."" named as a defendant who filed an ANDA seeking to market generic XARELTO before patent expiration.",https://www.sec.gov/Archives/edgar/data/200406/000020040626000016/jnj-20251228.htm,2025-12-28,high,2026-07-22,accounting,1
Aurobindo Pharma,AbbVie,competes-with,"""AbbVie Inc. is seeking to enforce patent rights related to ubrogepant (a drug sold under the trademark Ubrelvy). Litigation was filed in the United States District Court for the District of New Jersey in March 2024 against Aurobindo Pharma U.S.A., Inc., Aurobindo Pharma Limited, and Apitoria Pharma Private Limited; ... AbbVie alleges defendants' proposed generic ubrogepant products infringe [certain patents].""",https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm,2025-12-31,high,2026-07-22,accounting,1
Dr. Reddy's Laboratories,AbbVie,competes-with,"""[Qulipta/atogepant patent litigation] Litigation was filed in the United States District Court for the District of New Jersey in December 2025 and January 2026 against Apotex Inc.; Macleods Pharmaceuticals Ltd. and Macleods Pharma USA, Inc.; and Dr. Reddy's Laboratories, Ltd. and Dr. Reddy's Laboratories, Inc. AbbVie alleges defendants' proposed generic atogepant products infringe certain patents.""",https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm,2025-12-31,high,2026-07-22,accounting,1
Cipla,AstraZeneca,competes-with,"""AstraZeneca received Paragraph IV notices relating to patents listed in the FDA Orange Book with reference to Calquence tablets from Cipla USA, Inc. and Cipla Limited (collectively, Cipla) in April 2024 ... AstraZeneca filed patent infringement lawsuits against Cipla in May 2024 ... AstraZeneca alleges that a generic version of Calquence tablets, if approved and marketed, would infringe patents.""",https://www.sec.gov/Archives/edgar/data/901832/000110465926019130/azn-20251231x20f.htm,2025-12-31,high,2026-07-22,accounting,1
Sun Pharmaceutical Industries,AstraZeneca,competes-with,"""[Forxiga patent proceedings, US] In December 2023, AstraZeneca initiated ANDA litigation against Sun Pharmaceutical Industries Ltd. and Sun Pharmaceutical Industries, Inc. in the District Court. No trial date has been set.""",https://www.sec.gov/Archives/edgar/data/901832/000110465926019130/azn-20251231x20f.htm,2025-12-31,high,2026-07-22,accounting,1
Aurobindo Pharma,Teva Pharmaceutical Industries,competes-with,"""We received notice letters from two ANDA filers regarding the filing of their ANDAs with paragraph (IV) certifications for certain of the patents listed in the Orange Book for AUSTEDO. In 2022, we reached agreements with Lupin and Aurobindo, respectively, to sell their generic products beginning in April 2033, or earlier under certain circumstances.""",https://www.sec.gov/Archives/edgar/data/818686/000119312526034532/d93612d10k.htm,2025-12-31,high,2026-07-22,accounting,1
Dr. Reddy's Laboratories,Teva Pharmaceutical Industries,competes-with,"""Teva also settled litigation against three 505(b)(2) applicants: Hospira, Inc. ('Hospira'), Dr. Reddy's Laboratories ('DRL') and Accord Healthcare ('Accord'). Based on these settlement agreements, Hospira, Accord and DRL can launch their products on November 17, 2027, or earlier under certain circumstances.""",https://www.sec.gov/Archives/edgar/data/818686/000119312526034532/d93612d10k.htm,2025-12-31,high,2026-07-22,accounting,1
