gap_id,kind,subject,sought,searched,found_instead,blocks,would_close_it,status,last_checked
gap-05-wuxi-intragroup-undisclosed,undisclosed,WuXi Biologics <-> WuXi AppTec inter-group transaction nature,"Whether the disclosed related-party transactions between WuXi Biologics and WuXi AppTec entities (WASZ, WXAT Shanghai, STA R&D, WuXi ATU, STA Changzhou) constitute API/drug-substance supply, CDMO manufacturing, or pure lab-testing services -- i.e. whether either company depends on the other for a chokepoint capability.",https://doc.irasia.com/listco/hk/wuxibiologics/annual/2025/ar2025.pdf,"Note 43 ""RELATED PARTY TRANSACTIONS AND BALANCES"" lines items only generically: ""Sales of materials to related parties"" (WuXi ATU RMB367k, WATJ RMB22k, STA Changzhou RMB(2024)85k), ""Testing service received"" (WASZ RMB53,613k, STA R&D RMB53,105k, WXAT Shanghai RMB41,421k, WuXi ATU RMB3,839k), ""Provision of research and development service to related parties"" (STA RMB8,118k, STA Wuxi RMB1,992k). No line item says what the ""materials"" are (API? excipient? equipment?) or what the R&D/testing service covers. WuXi Biologics and WuXi AppTec share a common founder/chairman (Dr. Ge Li) and are disclosed as related parties, but this filing never characterizes the transactions as API supply or CDMO manufacturing -- did not force an edge on a guess.","hypothesis-1 and hypothesis-2 both -- this is the one place in the whole document set where two roster companies are confirmed to transact with each other, and the filing still declines to say what for.","WuXi AppTec's own related-party note (mirror disclosure) or either company's segment-level intercompany-sales breakdown, if one exists.",open,2026-07-22
gap-05-nonroster-api-competitors,out-of-scope,Non-roster generic-API competitors named alongside Dr. Reddy's,N/A -- documenting real counterparties outside our company list rather than dropping them.,https://www.sec.gov/Archives/edgar/data/1135951/000157587226000381/rdy0899_20f.htm,"Dr. Reddy's 20-F names as direct API-segment competitors: ""Divis Laboratories Limited... Mylan Laboratories Limited... MSN Laboratories Limited"" -- none of these three are on the 05-pharma roster (companies.csv), even though Divi's Laboratories and Mylan (now Viatris) are large generic-API players comparable in scale to Aurobindo/Cipla/Sun Pharma, which ARE on the roster.",map completeness for hypothesis-1 (the roster may be undercounting India-based API alternate sources),"A roster-addition decision by the map maintainer; no document will close this, it is a scope question.",open,2026-07-22
gap-05-nonroster-cdmo-competitors,out-of-scope,Non-roster CDMO competitors named alongside Dr. Reddy's,N/A -- documenting real counterparties outside our company list rather than dropping them.,https://www.sec.gov/Archives/edgar/data/1135951/000157587226000381/rdy0899_20f.htm,"Dr. Reddy's 20-F names as CDMO-segment competitors: ""Syngene International Ltd., Aragen Life Sciences, Sai Life Sciences and Piramal Pharma Ltd."" (India) and ""Patheon Inc., Cambrex Inc."" (outside India) -- none are on the 05-pharma roster, though Patheon (a Thermo Fisher brand) and Piramal Pharma are scale-comparable to Catalent/Lonza/WuXi AppTec, which ARE on the roster.",map completeness for hypothesis-2 (the roster may be undercounting sterile-injectable/biologics CDMO alternate sources -- directly relevant to testing whether capacity 'cannot be quickly substituted'),"A roster-addition decision by the map maintainer; no document will close this, it is a scope question.",open,2026-07-22
gap-05-drreddys-codefendant-not-dependency,unevidenced-flag,Dr. Reddy's co-defendant relationships with AbbVie / payer roster companies,"Whether AbbVie, CVS Health (Caremark), Cigna (Express Scripts) and UnitedHealth Group (OptumRx) have a chokepoint-relevant relationship with Dr. Reddy's, or only a litigation one.",https://www.sec.gov/Archives/edgar/data/1135951/000157587226000381/rdy0899_20f.htm,"The 20-F's legal-proceedings section names Dr. Reddy's (as ""DRL"") as a co-defendant alongside Teva and AbbVie Inc. in Revlimid (lenalidomide) antitrust suits brought by insurer/payer plaintiffs ""Cigna Corp., Humana Inc., Blue Cross Blue Shield Association..."" and by ""United Healthcare Services, Inc."" (UnitedHealth), and separately names ""Walgreen Co., Kroger Specialty Pharmacy, Inc., and CVS Pharmacy Inc."" as retailer plaintiffs in a related suit. All four roster companies (AbbVie, Cigna, UnitedHealth, CVS Health) are genuinely named in this document, but the relationship is antitrust co-defendant / plaintiff, not supply, distribution, rebate-negotiation, or benefits administration -- none of the eight allowed relationship_type values fit an adversarial-litigation relationship, so no edge was written.",none directly -- flagged so a future pass does not re-discover these names and force them into a wrong relationship_type,"N/A -- this needs a relationship_type addition (e.g. litigation-against) if the map wants to model it, not a document.",open,2026-07-22
gap-05-biosecure-119th-unreachable,unreachable,"BIOSECURE Act, current status","Whether the BIOSECURE Act is still live legislation, which is this map's stated test of how substitutable WuXi Biologics is","congress.gov H.R.8333 (118th) full bill text, read in a browser 2026-07-22; congress.gov S.3558 (118th) full text; congress.gov legislation search for the 119th Congress","THE TEXT WAS REACHED and it settles the naming question: H.R.8333, short title 'BIOSECURE Act', defines 'biotechnology company of concern' as 'BGI, MGI, Complete Genomics, WuXi AppTec, and WuXi Biologics' -- so FOUNDATION.md's claim that WuXi Biologics is explicitly named is CORRECT. What could NOT be established is STATUS. H.R.8333's last action was 2024-09-10, referred to Senate committee, and the 118th Congress ended in January 2025, so that bill died. Whether it was reintroduced in the 119th is unknown: congress.gov's search returns a Cloudflare bot-detection interstitial, which was deliberately NOT bypassed. Note also that S.3558, often called BIOSECURE, is a DIFFERENT bill that names WuXi AppTec only.","the map calls BIOSECURE 'proposed', which a 2026 reader reads as pending; the bill that names WuXi Biologics is dead in the Congress that produced it","a congress.gov 119th-Congress bill page opened by a human, or the Congress.gov API",open,2026-07-22
gap-05-heparin-absent-from-api-docs,undisclosed,Crude-heparin / Scientific Protein Laboratories concentration (hypothesis-1),"Any mention of heparin, crude heparin, or Scientific Protein Laboratories in the eight assigned API/CDMO documents, as a direct test of the heparin leg of hypothesis-1.",https://doc.irasia.com/listco/hk/wuxibiologics/annual/2025/ar2025.pdf ; https://pdf.dfcfw.com/pdf/H2_AN202603231820702081_1.pdf ; https://static.cninfo.com.cn/finalpage/2026-04-30/1225259952.PDF ; https://www.sec.gov/Archives/edgar/data/1135951/000157587226000381/rdy0899_20f.htm ; https://sunpharma.com/wp-content/uploads/2026/05/Press-Release-Sun-Pharma-Q4FY26-Financial-Result.pdf ; https://www.aurobindo.com/api/uploads/resultsannouncement/APL_EarningsPresentation_Q4FY26.pdf ; https://www.cipla.com/sites/default/files/Cipla_Q4FY26-Press-Release.pdf ; https://www.prnewswire.com/news-releases/samsung-biologics-reports-fourth-quarter-and-fiscal-year-2025-financial-results-302666431.html,"A case-insensitive search for ""heparin"" and ""肝素"" across all eight fetched documents (combined ~1.4M characters of extracted text) returned zero matches in every one. None of the eight companies assigned to this worker is Scientific Protein Laboratories itself, and none of the eight documents discusses heparin sourcing.","hypothesis-1 (heparin leg specifically) -- entirely untested by this document set; the generic-API/sartan leg of hypothesis-1 has partial evidence (Huahai's API business, Dr. Reddy's API-competitor list) but heparin has none",Scientific Protein Laboratories' own filing (if any exists -- it may be privately held / a Wanbang Biopharma-Cerbios-Chemia JV without public disclosure) or a heparin-dependent drugmaker's 10-K naming SPL as a supplier.,open,2026-07-22
gap-05-cardinal-optumrx-lapsed,lapsed,Cardinal Health / UnitedHealth Group (OptumRx),whether a current pharmaceutical distribution relationship exists between Cardinal Health and OptumRx,"Cardinal Health's fiscal 2025 10-K (MD&A Overview and Notes to Financial Statements, Major Customers)","Cardinal Health's own 10-K states its pharmaceutical distribution contracts with OptumRx expired at the end of June 2024. OptumRx accounted for 17% of Cardinal Health's consolidated revenue and 16% of gross trade receivables in fiscal 2024, falling to 0% in fiscal 2025. The filing frames the expiration as a negative driver of fiscal 2025 results (unwinding of negative net working capital, loss of a top-2 customer).",the naive assumption that all three big distributors currently supply all three big PBM-owners cannot be sized as a fully connected network from this document set; one leg (Cardinal Health-OptumRx) is disclosed as severed as of the current fiscal year,"a renewed Cardinal Health/OptumRx distribution agreement disclosed in a future Cardinal Health or UnitedHealth 10-K, or UnitedHealth naming its current pharmaceutical wholesale supplier(s) for OptumRx",open,2026-07-22
gap-05-cencora-walgreens-out-of-scope,out-of-scope,Cencora (formerly AmerisourceBergen),"Cencora's largest disclosed customer relationship, to check it against the roster","Cencora's fiscal 2025 10-K (Business and Notes to Financial Statements, Major Customers / customer concentration)","Walgreens and Boots UK Ltd. together are Cencora's single largest customer relationship: approximately 25% of fiscal 2025 revenue and 38% of accounts receivable, described as a 'strategic, long-term relationship' covering both a pharmaceutical distribution agreement and a global generic purchasing services arrangement. Walgreens is not a company in this map's roster (companies.csv), so this real, large, named counterparty cannot be represented as an edge.","the biggest single customer relationship disclosed by any of the three distributors in this document set (bigger than McKesson-CVS or Cardinal Health-CVS as a share of revenue) is invisible on this map, which weakens any 'the three distributors sell mainly to the three PBM-owners' framing of chokepoint 3/4",adding Walgreens Boots Alliance to companies.csv as a distributor-layer or pharmacy-layer roster company,open,2026-07-22
gap-05-cigna-single-pbm-client-undisclosed,undisclosed,Cigna (Express Scripts / Evernorth Health Services),the identity of Cigna's largest single pharmacy-benefit client,"Cigna's fiscal 2025 10-K (Notes to Consolidated Financial Statements, Major Customers)","Cigna discloses that 'revenues from a single pharmacy benefit client were approximately 19% and 16% of total revenues from external customers' for 2025 and 2024 respectively, reported in the Evernorth Health Services segment, and that the business's 'three largest clients' have been renewed or extended through the end of the decade -- but the client(s) are never named.",a directed administers-benefits-for or distributes-for edge from Cigna (Express Scripts) naming its largest PBM client cannot be sourced from this filing,"a Cigna investor-day disclosure, an SEC comment-letter response, or the client's own filing naming Cigna/Express Scripts as its PBM",open,2026-07-22
gap-05-cigna-federal-government-out-of-scope,out-of-scope,Cigna (Express Scripts / Evernorth Health Services),whether Cigna's disclosed 'U.S. Federal Government agencies' revenue concentration maps to a roster company,"Cigna's fiscal 2025 10-K (Notes to Consolidated Financial Statements, Major Customers)","Cigna discloses revenues from U.S. Federal Government agencies, under a number of contracts, were 11% and 15% of total revenue from external customers for 2024 and 2023 (less than 10% in 2025), reported in the Evernorth Health Services and Cigna Healthcare segments. The federal government is a real, disclosed major counterparty but is not, and structurally cannot be, a company in this map's roster.","a chunk of Cigna/Evernorth's PBM and health-plan revenue concentration cannot be drawn as an edge to any roster node, understating how much of the PBM layer's real customer base sits outside company-to-company relationships entirely",out of scope by design; would need a non-company payer node type to represent government programs (Medicare/Medicaid/TRICARE),open,2026-07-22
gap-05-mckesson-cardinal-supplier-names-undisclosed,undisclosed,McKesson Corporation and Cardinal Health,"the names of the specific drug manufacturers behind each distributor's largest-supplier concentration disclosure, to build distributes-for edges (distributor to manufacturer) for chokepoint 3",McKesson's fiscal 2026 10-K (Business: Suppliers) and Cardinal Health's fiscal 2025 10-K (Risk Factors / MD&A),"McKesson discloses its single largest supplier accounted for 11% of total purchases in fiscal 2026 and its ten largest suppliers accounted for approximately 71% of total purchases, but names no manufacturer. Cardinal Health's filing does not break out a named largest-supplier concentration figure at all. Neither distributor's 10-K names a single one of the 22 originator/generics/API/CDMO companies on this map's roster as a supplier.",no distributes-for edge (distributor to a named manufacturer on the roster) can be sourced from any of the three distributor 10-Ks in this document set,"the individual manufacturer 10-Ks (e.g. Pfizer, Merck & Co, AbbVie, Eli Lilly) naming McKesson/Cencora/Cardinal Health as a distribution partner or major customer -- outside this burst's six-document scope",open,2026-07-22
gap-05-pbm-manufacturer-rebates-undisclosed,undisclosed,"CVS Health (Caremark), Cigna (Express Scripts), UnitedHealth Group (OptumRx)","any named drug manufacturer counterparty for a negotiates-rebates-with edge (PBM to manufacturer), for chokepoint 4","full-text search of cvs-20251231.htm, ci-20251231.htm and unh-20251231.htm for every originator name on the roster (Pfizer, Johnson & Johnson, Roche Holding, Novartis, Merck & Co, AstraZeneca, Sanofi, Eli Lilly, AbbVie, Novo Nordisk, Teva) plus 'rebate' context sentences","All three PBM-parent 10-Ks describe rebate accounting mechanics in general terms (rebates as a reduction to cost of pharmaceuticals, dispensing fees, etc.) but never name a specific manufacturer counterparty in a rebate-negotiation sentence. The only manufacturer-name hits in these three filings were an executive's past employer in a bio (Johnson & Johnson, UnitedHealth proxy statement) and an unrelated exec bio (Merck, in Cencora's filing) -- neither is a business relationship.","no negotiates-rebates-with edge can be sourced for any manufacturer from this six-document set, so chokepoint 4's leverage-over-manufacturers claim is asserted in FOUNDATION.md but has zero directed edges to a named originator from this burst",FTC's PBM market-structure reports (already listed in FOUNDATION.md as the settling document for chokepoint 4) or a manufacturer's own 10-K naming a PBM in its rebate/gross-to-net disclosure,open,2026-07-22
gap-05-pbm-claims-scale-no-named-counterparty,undisclosed,"CVS Health (Caremark), UnitedHealth Group (OptumRx)","a named plan-sponsor or payer counterparty to attach to the PBMs' self-reported claims/spend scale, for an administers-benefits-for edge",CVS Health's fiscal 2025 10-K (Health Services segment MD&A) and UnitedHealth's fiscal 2025 10-K (Optum Rx segment description),"CVS Health discloses its Health Services segment 'managed 1.9 billion prescriptions on a 30-day equivalent basis' in 2025 (pharmacy claims processed). UnitedHealth discloses 'In 2025, Optum Rx managed $188 billion in pharmaceutical spend' through a network of approximately 64,000 retail pharmacies. Both are real, large, sourced scale figures for chokepoint 4, but neither names a specific employer, health plan, or government program as the counterparty receiving the administered benefit -- both describe clients only in aggregate or by category (employer groups, government-sponsored plans, GPOs).","no administers-benefits-for edge (PBM to a named payer/plan sponsor) can be sourced from this document set, because the roster has no payer/plan-sponsor company type and neither filing names one anyway",DOL Form 5500 filings (name self-funded employer plan sponsors and their PBM/TPA) or state Medicaid PBM procurement disclosures,open,2026-07-22
gap-05-wholesaler-identity-anonymised,undisclosed,"McKesson Corporation, Cencora (formerly AmerisourceBergen), Cardinal Health as J&J's / Novartis's / AstraZeneca's / Sanofi's / Novo Nordisk's named wholesale distributors","Which named wholesaler corresponds to which percentage in each company's own three-largest-customer concentration disclosure, matching the pattern Pfizer/Merck/Eli Lilly/AbbVie/Teva/Roche all use (name the wholesaler, state its %).",https://www.sec.gov/Archives/edgar/data/200406/000020040626000016/jnj-20251228.htm; https://www.sec.gov/Archives/edgar/data/1114448/000111444826000004/nvs-20251231.htm; https://www.sec.gov/Archives/edgar/data/901832/000110465926019130/azn-20251231x20f.htm; https://www.sec.gov/Archives/edgar/data/1121404/000162828026008403/sny-20251231.htm; https://www.novonordisk.com/content/dam/nncorp/global/en/investors/irmaterial/annual_report/2026/novo-nordisk-annual-report-2025.pdf,"J&J: ""the Company utilized three wholesalers distributing products for both segments that represented approximately 21.8%, 15.5% and 11.1% of the total gross revenues"" (also tagged only as generic XBRL members Wholesaler1/2/3Member, never named in prose). Novartis: ""our three largest customers globally accounted for approximately 18%, 13% and 7%, respectively, of net sales in 2025"". AstraZeneca: XBRL tag jnj:AllMajorWholesalersMember / azn:AllMajorWholesalersMember with no prose name anywhere in the document. Sanofi: ""our three main customers represented respectively 18%, 12% and 6% of our consolidated net sales"". Novo Nordisk: ""Novo Nordisk had 3 major wholesalers distributing products in the US, representing 23%, 18% and 14% respectively of global net sales"". None of the five names the wholesaler.","distributes-for edges from McKesson Corporation / Cencora (formerly AmerisourceBergen) / Cardinal Health to Johnson & Johnson (Innovative Medicine), Novartis, AstraZeneca, Sanofi, and Novo Nordisk cannot be sourced from these companies' own annual filings even though each discloses the underlying concentration.","A proxy statement, investor-day slide, credit-rating agency report, or trade-press piece (e.g. Drug Channels) naming the specific wholesaler tied to each percentage; or a future filing year in which any of these five switches to Pfizer/Merck-style named disclosure.",open,2026-07-22
gap-05-samsung-wuxiapptec-no-named-customer,undisclosed,Samsung Biologics and WuXi AppTec as CDMO manufacturers for any of the ten originators on this map,"A named manufactures-for relationship between Samsung Biologics or WuXi AppTec and any roster originator (Pfizer, J&J, Roche, Novartis, Merck, AstraZeneca, Sanofi, Eli Lilly, AbbVie, Novo Nordisk) or Teva.",https://www.sec.gov/Archives/edgar/data/78003/000007800326000026/pfe-20251231.htm; https://www.sec.gov/Archives/edgar/data/200406/000020040626000016/jnj-20251228.htm; https://assets.roche.com/f/176343/x/fca190f63e/fb25e.pdf; https://www.sec.gov/Archives/edgar/data/1114448/000111444826000004/nvs-20251231.htm; https://www.sec.gov/Archives/edgar/data/310158/000031015826000063/mrk-20251231.htm; https://www.sec.gov/Archives/edgar/data/901832/000110465926019130/azn-20251231x20f.htm; https://www.sec.gov/Archives/edgar/data/1121404/000162828026008403/sny-20251231.htm; https://www.sec.gov/Archives/edgar/data/59478/000005947826000013/lly-20251231.htm; https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm; https://www.novonordisk.com/content/dam/nncorp/global/en/investors/irmaterial/annual_report/2026/novo-nordisk-annual-report-2025.pdf; https://www.sec.gov/Archives/edgar/data/818686/000119312526034532/d93612d10k.htm; https://www.sec.gov/Archives/edgar/data/1596783/000159678324000087/ctlt-20240630.htm,"Zero occurrences of the string ""Samsung Biologics"" or ""WuXi AppTec"" across all twelve documents. The only CDMO relationships any of these filings actually name are Lonza (Sanofi's BioAtrium JV, Roche's Vacaville divestment/manufacturing agreement), WuXi Biologics (Merck's Dundalk facility acquisition from WuXi Vaccines, its subsidiary), and Catalent (named as a CDMO customer relationship with Pfizer and Novo Nordisk in Catalent's own 10-K).",manufactures-for edges for Samsung Biologics and WuXi AppTec anywhere on this map.,"Samsung Biologics' or WuXi AppTec's own annual report / 20-F naming a specific originator customer, the same recipe that worked for Catalent's own 10-K; or an originator's manufacturing-network / supply-chain investor disclosure naming either CDMO.",open,2026-07-22
gap-05-api-suppliers-never-named,undisclosed,"Zhejiang Huahai Pharmaceutical, Scientific Protein Laboratories, Sun Pharmaceutical Industries, Dr. Reddy's Laboratories, Aurobindo Pharma, and Cipla as active-pharmaceutical-ingredient (API) suppliers to any of the ten originators",A supplies-api-to relationship: an originator's own filing naming one of these six as an active ingredient or intermediate supplier.,https://www.sec.gov/Archives/edgar/data/78003/000007800326000026/pfe-20251231.htm; https://www.sec.gov/Archives/edgar/data/200406/000020040626000016/jnj-20251228.htm; https://assets.roche.com/f/176343/x/fca190f63e/fb25e.pdf; https://www.sec.gov/Archives/edgar/data/1114448/000111444826000004/nvs-20251231.htm; https://www.sec.gov/Archives/edgar/data/310158/000031015826000063/mrk-20251231.htm; https://www.sec.gov/Archives/edgar/data/901832/000110465926019130/azn-20251231x20f.htm; https://www.sec.gov/Archives/edgar/data/1121404/000162828026008403/sny-20251231.htm; https://www.sec.gov/Archives/edgar/data/59478/000005947826000013/lly-20251231.htm; https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm; https://www.novonordisk.com/content/dam/nncorp/global/en/investors/irmaterial/annual_report/2026/novo-nordisk-annual-report-2025.pdf,"Zhejiang Huahai Pharmaceutical and Scientific Protein Laboratories do not appear at all in any of the ten originator filings. Sun Pharmaceutical Industries, Dr. Reddy's Laboratories, Aurobindo Pharma, and Cipla appear only as ANDA-filing generic COMPETITORS in patent-litigation sections (e.g. Pfizer v. Aurobindo on Nurtec, J&J v. Dr. Reddy's/Cipla on Xarelto, AbbVie v. Aurobindo/Dr. Reddy's on Ubrelvy/Qulipta, AstraZeneca v. Cipla/Sun Pharma on Calquence/Forxiga) -- never as suppliers. This mirrors the sister-map finding that no hyperscaler names its main chip supplier in its own 10-K: API sourcing is a fact originators disclose even less than manufacturing.",Every supplies-api-to edge on this map; the API-supply layer of the pharma chokepoint hypothesis is currently untestable from the originator side.,An originator's supply-chain-resilience or API-sourcing disclosure (rare but occasionally appears in ESG/sustainability reports rather than the 10-K/20-F); an FDA Drug Master File cross-reference; or the API maker's own annual report naming a customer by name.,open,2026-07-22
gap-05-changzhou-spl-identity-unbound,contradiction,Scientific Protein Laboratories,primary-source evidence that this map's flagged chokepoint node is the entity under FDA import detention for crude heparin,"FDA Import Alert 66-40 'Detention Without Physical Examination of Drugs From Firms Which Have Not Met Drug GMPs', full text as published 2026-07-21; the eight API/CDMO documents read in this burst","The alert DOES carry a live red-list entry for 'Changzhou SPL Company, Ltd.', West Rd., Hutang Township, Wujin City, Changzhou, Jiangsu, CHINA, covering Crude Heparin and all heparin products, published 2009-09-10 with a 2008-03-10 date -- the contaminated-heparin episode this map's FOUNDATION.md cites. But the alert never writes 'Scientific Protein Laboratories': measured zero occurrences, alongside zero for Huahai and zero for Hepalink. So the document that would evidence the chokepoint names a plant, and no document opened in this burst binds that plant to the roster node.",the crude-heparin leg of chokepoint hypothesis 1 -- the strongest available evidence cannot be attached to the node without an identity binding,"an SEC/Hepalink filing, or an FDA document, that states the corporate relationship between Changzhou SPL Company Ltd and Scientific Protein Laboratories",open,2026-07-22
